zipcode,average_agi,n_returns
48749,38012,500
48750,39380,4240
48754,39951,470
48755,62788,1600
48756,29012,1550
48757,50501,1800
48759,47722,1620
48760,42016,540
48761,36706,310
48762,44254,550
48763,46693,2250
48765,35233,330
48766,32498,520
48767,53593,960
48768,44427,4540
48770,36392,750
48801,53743,5180
48806,44897,700
48807,43025,350
48808,72897,2750
48809,46797,5160
48811,44203,1350
48813,53428,9880
48815,62321,1060
48817,44648,2790
48818,42091,1010
48819,58386,1260
48820,83915,8670
48821,66600,3020
48822,71665,1430
48823,83349,17300
48825,11340,350
48827,55694,7510
48829,39802,1360
48831,43435,1540
48832,45574,660
48834,41515,980
48835,59483,1220
48836,54665,6550
48837,66325,9640
48838,47359,8370
48840,68809,6510
48841,43730,390
48842,59382,10350
48843,70489,22660
48845,41460,410
48846,42871,6960
48847,47543,2770
48848,66241,3730
48849,52013,2770
48850,42339,1940
48851,51223,1110
48853,35448,290
48854,64509,9470
48855,68246,7710
48856,39736,410
48857,51623,1180
48858,53528,16610
48860,40504,610
48861,49788,810
48864,114039,9830
48865,38740,810
48866,47928,2210
48867,44983,13000
48871,57559,940
48872,54923,3520
48873,56561,710
48875,57398,4940
48876,50660,2050
48877,42837,980
48878,48787,770
48879,56189,8750
48880,41698,3040
48881,49540,2570
48883,47371,3220
48884,39769,1870
48885,39089,460
48886,38160,930
48888,44185,2730
48889,40762,620
48890,51216,960
48891,38809,1220
48892,54604,2160
48893,53711,2510
48894,64707,1070
48895,86455,5600
48897,49591,730
48906,42551,12140
48910,37309,16160
48911,39525,18810
48912,40539,8160
48915,36205,4140
48917,54541,17130
48933,37045,1240
49001,36841,9760
49002,60686,9760
49004,47914,7810
49006,41515,9780
49007,43531,4230
49008,78870,7760
49009,78290,20940
49010,49617,8100
49011,48586,1020
49012,76304,1750
49013,36818,2180
49014,51189,9390
49015,58623,13040
49017,49097,9560
49021,52651,2770
49022,36240,12970
49024,73808,14500
49026,43744,960
49028,42921,2710
49029,51377,700
49030,43285,1140
49031,61316,3300
49032,43456,1320
49033,66973,900
49034,53937,1120
49036,48911,10270
49037,33482,9070
49038,48124,4370
49040,44027,1480
49042,45487,2160
49043,31546,920
49045,43377,2400
49046,56489,3330
49047,44662,6280
49048,42138,11460
49050,54205,720
49051,67986,1200
49052,52997,430
49053,61938,3280
49055,49278,2840
49056,38927,1650
49057,37286,2720
49058,52790,8980
49060,168088,930
49061,49517,750
49064,47814,1630
49065,53206,3210
49066,43496,310
49067,51493,1990
49068,61630,7100
49070,49213,1190
49071,81868,4910
49072,51510,1490
49073,43550,2120
49076,48233,1810
49078,49846,4480
49079,51701,6280
49080,57326,7490
49082,47115,2700
49083,103798,3770
49085,90304,11950
49087,75125,2990
49088,68136,1850
49089,43586,740
49090,56150,6520
49091,47810,8960
49092,43585,980
49093,47867,8460
49094,44294,1790
49095,70811,930
49096,48805,1400
49097,66133,5330
49098,44629,2740
49099,56104,2610
49101,55033,1530
49102,55629,570
49103,49887,4930
49106,57514,2280
49107,51960,4590
49111,46913,1690
49112,65781,4720
49113,48300,850
49115,89069,130
49117,80586,1930
49120,53651,16530
49125,65207,1020
49126,44157,640
49127,81063,5350
49128,49420,1650
49129,98460,330
49130,92642,850
49201,58599,18420
49202,34047,8670
49203,48757,16410
49220,45916,1070
49221,45618,16750
49224,41915,5030
49227,42408,580
49228,53041,2680
49229,60896,1580
49230,60311,5290
49232,44423,1040
49233,58690,1330
49234,89452,1360
49235,47161,940
49236,52664,2440
49237,54334,1370
49238,52745,810
49240,70874,4440
49241,48894,1080
49242,47659,6000
49245,44383,1980
49246,79373,1530
49247,45063,2510
49248,48502,420
49249,57663,1570
49250,45423,2650
49251,52812,2960
49252,44809,1160
49253,62422,1490
49254,45502,1600
49255,38975,580
49256,42318,1670
49259,47724,1240
49261,49733,240
49262,39607,540
49264,54418,870
49265,64596,2450
49266,42635,1260
49267,67467,1980
49268,51086,500
49269,54437,2680
49270,62976,2910
49271,44652,910
49272,59639,1190
49274,45643,1430
49276,58141,480
49277,56060,1510
49279,48712,390
49282,38627,180
49283,57933,1480
49284,50960,1300
49285,54959,2690
49286,57023,7440
49287,59447,1050
49288,40861,550
49301,186312,9470
49302,89175,4120
49303,48646,500
49304,37889,1490
49305,39122,920
49306,91667,4880
49307,52425,6850
49309,40325,710
49310,44257,1180
49315,89797,11320
49316,83643,10820
49318,53586,680
49319,52218,7770
49320,40406,150
49321,48514,8740
49322,42989,480
49323,60211,4670
49325,59567,890
49326,51996,1810
49327,47307,3570
49328,54480,1830
49329,45594,3820
49330,49336,2470
49331,65888,8250
49332,44327,1270
49333,65812,5880
49335,41250,120
49336,39279,1730
49337,48733,5530
49338,44921,890
49339,60030,1120
49340,42403,1320
49341,83555,17340
49342,46253,710
49343,53457,2700
49344,63044,1710
49345,54136,6530
49346,59392,2660
49347,43043,640
49348,54167,6530
49349,38551,3240
49401,54059,6990
49402,39057,590
49403,55981,1230
49404,57956,4030
49405,43576,710
49406,106726,650
49408,49015,4390
49410,38198,800
49411,46676,730
49412,51904,5140
49415,55148,3200
49417,68785,15660
49418,69180,14850
49419,66166,3910
49420,39527,2860
49421,40000,2520
49423,60321,21910
49424,72102,23430
49425,41968,1510
49426,73541,17400
49428,60088,12730
49431,51141,8530
49434,103725,120
49435,80329,1780
49436,53525,790
49437,50506,3340
49440,33504,430
49441,53586,18180
49442,33053,17170
49444,40400,10930
49445,59676,10270
49446,48816,1020
49448,57132,1840
49449,70014,1320
49450,34580,1190
49451,47810,2710
49452,39448,860
49453,102900,1620
49454,42223,2180
49455,49769,2300
49456,89279,9780
49457,49056,4830
49459,35894,530
49460,86626,4020
49461,56904,4380
49464,68743,13530
49503,94358,17260
49504,44701,18950
49505,46848,15540
49506,102386,15540
49507,33904,15610
49508,45365,19580
49509,36398,13670
49512,52304,8950
49519,43958,13870
49525,77282,14550
49534,63555,11180
49544,51013,4720
49546,112704,15280
49548,34451,15980
49601,46949,9880
49611,33425,120
49612,60573,560
49613,61321,370
49614,45567,1370
49615,56630,2100
49616,37855,1040
49617,53363,1640
49618,44044,340
49619,39285,480
49620,46098,1280
49621,59819,1590
49622,46825,1240
49623,37951,490
49625,36654,570
49626,34235,170
49627,87472,220
49628,33700,160
49629,70364,1250
49630,74835,790
49631,39166,2450
49632,41428,490
49633,41387,1750
49635,68282,1800
49636,164210,390
49637,45749,1830
49638,35005,360
49639,44012,1180
49640,51281,810
49642,23703,290
49643,46413,3360
49644,41541,820
49645,38819,760
49646,40825,3980
49648,85237,1170
49649,45478,3140
49650,49558,1600
49651,42387,3390
49653,78022,1000
49654,123834,430
49655,44455,1390
49656,38284,660
49657,46844,1550
49659,36568,3010
49660,48366,6370
49663,39768,2580
49664,64490,1070
49665,38577,1730
49667,34820,240
49668,37677,1580
49670,75901,980
49674,80566,120
49675,62422,570
49676,59341,1670
49677,42605,2980
49679,38214,540
49680,39228,890
49682,72005,2270
49683,49199,1020
49684,70272,11500
49686,72029,13020
49688,46954,1190
49689,39370,680
49690,80552,3290
49701,55180,700
49705,33308,350
49706,45119,2280
49707,46150,10790
49709,37923,1510
49710,47590,200
49712,59067,4080
49713,44897,1020
49715,46365,1560
49716,68202,400
49718,37754,350
49719,52123,680
49720,67591,4900
49721,43237,6750
49722,46713,220
49724,47109,530
49725,44643,320
49726,45639,530
49727,69885,3270
49728,37107,130
49729,49042,780
49730,43747,1010
49733,42072,770
49735,50609,9140
49736,36436,250
49738,42941,4500
49740,85314,3940
49743,33855,360
49744,44726,380
49745,40180,510
49746,40454,1490
49747,47752,780
49749,54925,2130
49751,42377,970
49752,43530,230
49753,42493,880
49755,40202,950
49756,43620,1840
49757,57909,720
49759,43194,720
49760,41981,320
49762,44289,290
49765,39022,1790
49766,55785,1100
49768,39356,230
49769,40417,780
49770,73314,9180
49774,46509,870
49776,39293,810
49777,59527,860
49779,41493,2190
49780,47585,800
49781,40360,2220
49782,53827,330
49783,43060,8850
49788,29940,980
49791,48869,230
49793,33957,140
49795,36807,910
49796,91748,250
49799,35102,1080
49801,56161,5600
49802,43482,3140
49805,50368,160
49806,60019,260
49807,52136,1440
49808,53385,200
49812,46520,430
49814,53846,600
49815,45586,220
49816,43466,360
49817,43342,280
49818,52973,420
49820,47891,230
49821,42924,570
49825,43913,150
49827,36246,390
49829,46369,7960
49831,51160,330
49833,41258,170
49834,41535,170
49835,42632,400
49836,42103,330
49837,53521,4750
49838,36660,200
49839,43242,210
49840,51902,340
49841,41989,3090
49847,36930,490
49849,48141,5560
49853,50265,580
49854,46856,2960
49855,58176,14820
49858,49668,5830
49861,53872,290
49862,47754,1980
49866,54579,3830
49868,40208,1950
49870,46023,1590
49871,44095,220
49872,38936,110
49874,45675,440
49876,48114,550
49878,49642,1660
49879,43537,450
49880,46678,470
49881,51350,160
49884,43968,190
49885,49477,920
49886,39142,190
49887,43641,1040
49891,38510,300
49892,50364,960
49893,47809,850
49894,42135,370
49895,48070,400
49896,39179,730
49901,38168,160
49903,37925,120
49905,47614,830
49908,38190,1100
49910,40962,160
49911,42093,1240
49912,41384,380
49913,41239,3100
49915,32400,390
49916,55506,1320
49920,48625,1890
49921,32714,140
49922,43033,510
49925,40451,270
49927,38547,190
49930,50198,3000
49931,56983,2770
49934,39086,370
49935,42623,2680
49938,41461,3370
49945,46448,1210
49946,44853,1740
49947,48931,290
49948,39161,210
49950,53409,540
49953,43454,1180
49955,40122,180
49958,43896,530
49959,35410,190
49962,48850,100
49963,33646,430
49965,50136,190
49967,42152,210
49968,40368,930
49969,58323,600
49970,41450,100
49971,36966,150
55001,145712,1540
55003,90384,1200
55005,65311,2310
55006,47885,1750
55007,44545,1080
55008,56414,7620
55009,70532,4170
55011,73159,5200
55012,67111,960
55013,72990,3430
55014,74117,13640
55016,70236,17510
55017,58747,340
55018,64180,510
55019,65724,1010
55020,92145,1830
55021,55612,13930
55024,71667,16340
55025,72909,12390
55026,68791,230
55027,58965,1420
55030,50101,600
55031,79440,980
55032,71408,1730
55033,69064,15040
55037,43197,2260
55038,88150,11100
55040,55996,6480
55041,58240,3900
55042,128722,4970
55043,95577,1930
55044,100001,25860
55045,68912,3830
55046,67617,2570
55047,101305,1360
55049,53814,1320
55051,51597,4380
55052,56341,930
55053,71600,480
55054,81784,970
55055,53076,1830
55056,59003,6810
55057,72515,10180
55060,58006,14580
55063,50034,4280
55065,66245,570
55066,60245,9420
55068,80859,14460
55069,54418,2220
55070,55604,3820
55071,51051,2980
55072,43230,1450
55073,83888,1810
55074,59427,1090
55075,49628,10700
55076,64905,11770
55077,95037,6620
55079,65616,4440
55080,61947,1340
55082,103252,18430
55084,57540,890
55085,82550,240
55087,58407,140
55088,98153,900
55089,99722,970
55090,50671,320
55092,67573,5350
55101,94475,4660
55102,72178,10270
55103,36700,5670
55104,58728,20950
55105,115813,13110
55106,37197,25710
55107,43552,6730
55108,72699,7050
55109,55157,17600
55110,84976,20590
55112,71596,22510
55113,69958,21370
55114,54905,1940
55115,113829,4390
55116,88834,13380
55117,47490,20990
55118,89397,14970
55119,50211,20790
55120,111337,2360
55121,61907,4770
55122,75641,17300
55123,103891,13730
55124,77100,27350
55125,90712,22330
55126,93323,13790
55127,139832,9560
55128,57999,15850
55129,129906,11550
55130,30657,7270
55150,174827,110
55301,69317,5360
55302,71202,3480
55303,65475,24550
55304,87285,23360
55305,116189,11660
55306,71204,8470
55307,53236,1510
55308,66498,4390
55309,64524,9340
55310,62077,770
55311,121180,17110
55312,52982,780
55313,69488,11550
55314,61692,560
55315,94165,2600
55316,72854,12200
55317,127833,10630
55318,89625,13680
55319,70329,2640
55320,77732,2530
55321,55103,2440
55322,73401,1700
55324,72277,620
55325,63266,2100
55327,93253,2110
55328,80799,4460
55329,49164,970
55330,72259,19640
55331,226966,9210
55332,54397,870
55333,48826,340
55334,49926,1450
55335,49241,770
55336,56101,4010
55337,61842,24020
55338,55110,570
55339,61122,530
55340,201799,3580
55341,95608,1420
55342,63359,860
55343,72588,14380
55344,82542,8030
55345,110843,11160
55346,101884,8790
55347,192577,15080
55349,57685,1920
55350,58009,9160
55352,74912,4610
55353,62561,1520
55354,58912,1310
55355,55066,4570
55356,333525,2750
55357,110093,1670
55358,70069,2660
55359,133699,3080
55360,69961,1410
55362,63969,9440
55363,54872,2280
55364,119687,7740
55366,43223,170
55367,65289,460
55368,53661,1220
55369,75175,18980
55370,61994,370
55371,58112,8000
55372,116069,16190
55373,70519,2730
55374,93181,7090
55375,84872,1910
55376,82997,7920
55378,83604,14650
55379,76634,21610
55381,52155,1000
55382,71305,1810
55384,71045,1050
55385,54588,620
55386,134709,3670
55387,89639,6460
55388,67868,2710
55389,56650,1260
55390,66559,1300
55391,339852,8040
55395,57741,1500
55396,51800,1010
55397,60928,1380
55398,67680,7660
55401,133052,7010
55402,653133,860
55403,102909,9710
55404,37706,12060
55405,124435,8470
55406,61187,18540
55407,46544,18600
55408,56933,18490
55409,71369,6280
55410,147081,10340
55411,32773,12120
55412,39214,10680
55413,61675,7230
55414,55187,10540
55415,153125,1900
55416,131296,18450
55417,75362,13510
55418,60627,16720
55419,115435,13960
55420,50837,12150
55421,46931,14720
55422,75878,15210
55423,54627,19700
55424,294018,4610
55425,49156,5190
55426,70584,14180
55427,66156,12730
55428,47088,15390
55429,40431,14290
55430,39621,11310
55431,65991,10680
55432,50381,16300
55433,52482,17580
55434,53705,15530
55435,95996,7190
55436,213215,7010
55437,83054,10500
55438,99587,9330
55439,201230,4750
55441,88658,9700
55442,103580,7170
55443,65355,17390
55444,53764,8560
55445,66423,6240
55446,134060,11480
55447,106501,10980
55448,60306,14790
55449,94791,13960
55454,26496,2980
55455,25593,160
55602,38654,110
55603,55634,230
55604,57213,1900
55605,31402,350
55606,52971,140
55609,72869,230
55612,53069,330
55614,48759,1190
55615,48386,150
55616,54876,3310
55702,54645,220
55703,53006,310
55704,48262,510
55705,50388,1450
55706,43900,850
55707,53523,1540
55708,46906,460
55709,51242,1840
55710,70053,630
55711,44859,220
55712,41700,220
55713,42502,460
55716,37614,140
55717,74973,150
55718,58862,1530
55719,47180,2590
55720,51635,7810
55721,67047,1630
55722,52396,590
55723,59410,1120
55724,57328,390
55726,51436,440
55731,50283,2770
55732,48388,690
55733,69581,2310
55734,53671,2900
55735,48371,760
55736,43769,680
55738,51542,260
55741,56566,1500
55742,54600,150
55744,56470,9300
55746,51661,7800
55748,44721,640
55749,50965,200
55750,46088,890
55751,52688,700
55752,49250,200
55753,40118,430
55756,50638,180
55757,45794,380
55760,47765,1280
55763,49600,290
55764,36041,240
55765,47540,350
55767,50836,1670
55768,57976,1360
55769,48571,1040
55771,45753,730
55775,59813,600
55779,64072,1930
55781,69826,380
55782,49122,220
55783,53221,1160
55785,36800,120
55786,43830,130
55787,44822,220
55790,61312,990
55792,47430,4560
55793,52248,270
55795,50244,670
55797,56008,750
55798,53384,260
55802,89158,1080
55803,77916,8800
55804,81325,7420
55805,35297,4220
55806,38158,4250
55807,40960,4810
55808,42794,2660
55810,57450,4390
55811,67658,12430
55812,65555,3650
55901,64429,27830
55902,125907,12070
55904,50808,13610
55906,84122,9410
55909,59371,640
55910,52062,660
55912,57887,13640
55917,58165,1670
55918,54285,470
55919,61047,510
55920,81174,3890
55921,56320,2260
55922,42471,280
55923,64817,2190
55924,52843,640
55925,55771,560
55926,58263,380
55927,61993,2040
55929,60028,590
55931,52977,180
55932,64738,1030
55933,53758,120
55934,64350,1660
55935,54035,450
55936,55718,940
55939,47828,890
55940,57165,1260
55941,51792,500
55943,53857,1440
55944,59834,3750
55945,52628,750
55946,55162,1570
55947,73691,3770
55949,51817,880
55951,54441,680
55952,54624,1140
55953,52151,410
55954,44865,660
55955,78334,1380
55956,63370,970
55957,62116,360
55959,54439,1040
55960,90375,1600
55961,54138,180
55962,58312,330
55963,68425,2660
55964,55875,2250
55965,56240,1090
55967,65428,460
55969,56986,510
55970,57200,420
55971,51631,1470
55972,59089,2350
55973,53916,120
55974,52577,990
55975,58312,2020
55976,59372,3930
55979,50934,440
55981,55697,2080
55982,48540,220
55983,54901,740
55985,55804,880
55987,59846,15000
55990,52942,420
55991,68162,660
55992,65132,2410
56001,59283,21250
56003,69766,7500
56007,54790,10020
56009,50675,780
56010,57750,510
56011,64879,4480
56013,53854,2140
56014,42674,350
56016,52610,480
56017,68117,850
56019,49033,420
56021,60261,540
56023,43225,240
56024,55029,1650
56025,51870,270
56026,56951,950
56027,44450,360
56028,73824,660
56029,51661,310
56031,57774,6080
56032,44473,150
56033,52627,180
56034,51162,270
56035,54488,250
56036,53317,900
56037,61580,770
56039,50523,510
56041,52484,570
56042,51491,340
56043,54076,260
56044,58795,1060
56045,58836,360
56048,55399,1930
56050,65146,800
56051,41887,330
56052,55037,370
56054,52758,460
56055,62695,1930
56057,56720,1780
56058,54785,3110
56060,49104,210
56062,50198,1580
56063,83391,1450
56065,53747,1320
56068,55815,520
56069,54887,2330
56071,71749,6050
56072,55222,1120
56073,55229,8620
56074,59844,980
56078,49540,220
56080,52566,360
56081,49072,2830
56082,59850,5840
56083,50673,420
56085,57318,2680
56087,52619,1480
56088,50731,1000
56090,52246,300
56091,42815,190
56093,50918,5880
56096,55273,1520
56097,46279,1740
56098,47092,1020
56101,50661,2920
56110,55903,880
56111,54413,220
56113,49509,110
56114,49300,160
56115,57193,600
56116,58396,260
56117,52405,170
56118,61828,210
56119,51572,500
56120,55816,490
56121,43750,280
56122,57234,230
56123,52304,250
56127,45855,180
56128,62267,910
56129,48755,340
56131,51213,1120
56132,62139,280
56134,48200,180
56136,54218,490
56137,52215,510
56138,56880,400
56139,46185,200
56141,57323,170
56142,44336,460
56143,55952,2190
56144,44937,510
56145,49600,280
56149,56032,580
56150,49225,1380
56151,54973,410
56152,51226,650
56155,53659,220
56156,55042,2940
56157,81954,330
56158,57305,180
56159,49090,1230
56160,44518,110
56161,49384,190
56162,49928,140
56164,51663,2740
56165,56487,160
56167,48396,320
56168,45820,450
56169,62481,320
56170,47029,270
56171,55514,810
56172,57980,1500
56173,46652,170
56174,47035,170
56175,48678,1390
56176,54617,520
56178,60908,790
56180,49772,580
56181,47308,570
56183,49635,590
56185,49648,270
56186,45500,160
56187,47558,6670
56201,52241,11450
56207,49161,130
56208,47902,920
56209,57066,1160
56211,57127,220
56212,57604,230
56214,47708,370
56215,53257,2180
56216,49803,320
56218,51096,270
56219,43282,290
56220,51411,1340
56221,59172,370
56222,57975,980
56223,51909,640
56224,59229,170
56225,51127,360
56226,61381,110
56227,51200,100
56228,44435,450
56229,64048,890
56230,56375,360
56231,61436,190
56232,57199,1080
56235,58948,310
56236,79744,180
56237,50500,270
56239,58335,310
56240,50242,490
56241,50472,2090
56243,51945,750
56244,69022,770
56245,65729,240
56248,57392,390
56249,55926,150
56251,53144,500
56252,53966,560
56253,51237,510
56255,48564,170
56256,56050,1220
56257,54021,230
56258,59272,7070
56260,54050,420
56262,51975,360
56263,54977,270
56264,52423,980
56265,55239,3700
56266,54261,720
56267,60866,2890
56270,35156,780
56271,57918,550
56273,58125,2420
56276,48858,120
56277,55468,1480
56278,51626,1240
56279,58513,590
56280,55812,240
56281,70343,300
56282,54731,690
56283,54023,3280
56284,53615,940
56285,56438,490
56288,87963,2410
56289,50668,350
56291,45660,230
56292,50439,280
56293,57703,580
56295,42992,140
56296,59064,950
56297,55025,400
56301,66355,14520
56303,48597,13440
56304,47001,7370
56307,59098,2430
56308,66883,12780
56309,59962,610
56310,98769,2550
56311,47100,300
56312,54460,1040
56314,48077,580
56315,57946,780
56316,46514,680
56318,54149,530
56319,64685,670
56320,68314,3910
56323,50753,260
56324,60981,540
56326,54234,720
56327,61529,410
56329,57991,3230
56330,51044,780
56331,59838,980
56332,62062,690
56334,65722,2770
56336,61440,710
56338,50302,740
56339,47680,550
56340,56582,1060
56342,49686,1350
56343,55113,450
56345,49866,6820
56347,43953,3120
56349,55772,370
56350,40895,220
56352,52578,2650
56353,51719,4170
56354,61608,690
56355,49218,330
56356,44587,160
56357,55919,470
56358,45712,1490
56359,44662,1460
56360,47989,1910
56361,47749,1130
56362,57301,2870
56364,50458,2320
56367,66061,3380
56368,62996,2110
56369,46931,320
56373,54482,1450
56374,63987,3960
56375,56425,400
56376,53106,160
56377,81583,9180
56378,55667,3790
56379,59228,8300
56381,57918,1220
56382,48753,660
56384,38984,190
56385,59012,470
56386,52710,300
56387,39381,3840
56401,52688,13970
56425,60149,4050
56431,53746,4110
56433,42772,730
56435,45275,1160
56437,38480,470
56438,46105,1270
56440,37388,530
56441,44613,1530
56442,71889,1430
56443,58663,660
56444,63808,1470
56446,40875,720
56447,47404,500
56448,58934,230
56449,58031,760
56450,48116,550
56452,57185,1010
56453,38891,370
56455,47156,760
56458,42826,190
56461,51993,1460
56464,48324,1870
56465,60394,1080
56466,46126,1410
56467,60634,1150
56468,98716,2360
56469,50616,480
56470,53947,4850
56472,57860,3900
56473,55728,1690
56474,47784,1970
56475,45839,730
56477,41955,1110
56479,47074,2310
56481,44825,920
56482,45794,2930
56484,58893,1890
56501,60301,8030
56510,53402,1110
56511,62790,930
56514,59139,1810
56515,61152,1500
56516,47054,110
56517,47900,120
56518,43744,180
56519,51984,130
56520,57764,1880
56521,41633,360
56522,53432,280
56523,53237,240
56524,56822,360
56527,40138,390
56528,56238,770
56529,54850,2130
56531,57891,930
56533,53064,170
56534,52720,590
56535,57882,580
56536,66322,220
56537,56529,8900
56540,56193,910
56542,50831,1240
56543,54157,140
56544,51304,2370
56545,50734,320
56546,58257,140
56547,64251,1250
56548,57788,350
56549,66097,2330
56550,50360,200
56551,44625,1040
56552,50271,210
56553,53726,150
56554,65438,1350
56556,48024,490
56557,47457,1180
56560,54576,18840
56566,39185,200
56567,48042,1540
56569,48933,530
56570,50198,570
56571,61966,900
56572,55829,2690
56573,66497,3260
56574,51775,160
56575,42476,250
56576,57179,390
56578,65640,420
56579,51236,550
56580,67012,580
56581,41807,130
56584,47012,650
56585,67100,440
56586,60429,930
56587,56631,800
56588,57288,250
56589,45635,780
56590,63672,180
56591,27100,160
56592,46890,220
56594,58619,210
56601,55452,14340
56621,46150,1990
56623,48525,1390
56626,35000,140
56627,38700,120
56628,53068,690
56630,42382,1050
56633,37909,1880
56634,52255,680
56636,46718,2190
56637,43954,110
56639,40352,190
56641,38426,150
56644,61620,350
56646,46758,170
56647,50050,300
56649,48605,4370
56650,38674,310
56651,42256,230
56652,55940,220
56653,48344,580
56655,51444,740
56657,63261,180
56660,41840,100
56661,47723,390
56662,52671,280
56666,24596,260
56667,51845,310
56668,55346,130
56669,49813,150
56670,26655,590
56671,29374,1090
56672,48091,850
56673,47506,300
56676,51352,760
56678,48817,580
56681,44627,110
56683,55378,320
56684,44022,180
56686,44250,420
56701,53651,6400
56710,54195,230
56713,57682,460
56714,44369,560
56715,56233,180
56716,50781,4080
56721,58950,4960
56722,56363,190
56723,69097,470
56725,50054,420
56726,46170,750
56727,42655,380
56728,66793,650
56732,44936,520
56733,56730,200
56734,44376,210
56735,48920,350
56736,69400,420
56737,46482,400
56738,52409,630
56742,48494,370
56744,60345,240
56748,47606,290
56750,53461,1160
56751,61201,2770
56754,51684,250
56756,45355,340
56757,58177,450
56758,49350,180
56759,40900,160
56760,48126,190
56761,42169,230
56762,60565,1250
56763,77357,2430
38601,38428,1030
38603,38330,1080
38606,47482,6740
38610,41915,1290
38611,41768,7210
38614,39568,6970
38617,24621,280
38618,44182,5060
38619,33120,2010
38620,34624,1440
38621,27627,580
38622,31496,260
38623,21972,110
38625,42785,350
38626,52900,410
38627,43191,490
38629,37402,700
38631,24686,450
38632,69134,11920
38633,39522,920
38635,34903,6030
38637,35407,11900
38639,22081,440
38641,57848,1000
38642,35265,1070
38643,27868,800
38644,29642,140
38645,47962,590
38646,42751,1180
38647,32124,450
38650,41821,1540
38651,65145,3660
38652,47370,7050
38654,63480,24090
38655,84343,16890
38658,40892,990
38659,40489,1040
38661,39123,800
38663,42077,4670
38664,29624,1270
38665,39254,930
38666,34250,2690
38668,48639,5690
38670,24293,450
38671,41002,16890
38672,68291,6310
38673,52574,510
38674,42882,400
38676,32543,2670
38680,42799,2970
38683,37959,1800
38685,39335,560
38701,39866,8430
38702,85681,270
38703,30578,5020
38704,55861,420
38720,36282,170
38721,35435,450
38722,28616,180
38725,48154,310
38726,28645,200
38730,55495,730
38732,52325,6810
38736,34210,200
38737,30944,1030
38740,32360,150
38744,44803,330
38746,30436,220
38748,43165,1340
38751,37413,4670
38753,48494,560
38754,32040,540
38756,41796,2570
38759,56931,570
38760,25403,290
38761,28296,840
38762,26255,870
38764,29426,190
38769,31460,810
38771,33433,1180
38773,31441,1160
38774,29781,950
38778,34009,540
38801,52948,12200
38804,61930,7140
38821,49572,4860
38824,40944,3230
38826,72292,2400
38827,44866,1140
38828,45355,1780
38829,42154,6850
38833,36184,860
38834,46831,10380
38838,37906,600
38841,38970,1340
38843,47920,4440
38846,38785,850
38847,41401,1270
38848,44574,310
38849,49389,2340
38850,36000,1420
38851,41329,3550
38852,46543,3520
38855,44641,1870
38856,45186,670
38857,49952,1550
38858,37603,2850
38859,37300,260
38860,32820,2450
38862,45095,1120
38863,43254,8490
38864,39930,590
38865,39555,1860
38866,58764,5270
38868,35046,2290
38869,37045,110
38870,49098,1080
38871,46065,790
38873,40872,1060
38876,42463,470
38878,35098,1120
38879,26552,780
38901,44602,7390
38913,34847,170
38914,36657,190
38915,38903,1540
38916,37822,1840
38917,55124,1290
38920,35316,250
38921,34801,1820
38922,36478,1320
38923,38870,440
38924,33442,280
38925,38309,860
38927,37858,460
38928,38515,200
38929,35802,490
38930,41308,9140
38940,41942,870
38941,46720,1590
38943,49728,320
38944,36862,160
38946,29360,150
38947,37026,260
38948,36644,850
38949,39950,120
38950,30081,110
38951,35645,400
38952,51552,210
38953,41193,290
38954,28465,490
38957,41493,290
38961,34652,400
38963,31656,580
38965,41565,3830
38966,25259,420
38967,41094,2780
39038,34996,2250
39039,51824,1000
39040,45161,1280
39041,39381,1610
39042,62773,15550
39044,42963,1490
39045,27614,620
39046,44354,12210
39047,73854,17120
39051,41627,6190
39054,31800,220
39056,60010,11750
39057,38461,850
39059,40926,4810
39062,32558,240
39063,28874,1290
39066,38197,1840
39067,36805,520
39069,30725,2050
39071,64067,2420
39073,51132,8350
39074,37466,6020
39078,36564,310
39079,30700,650
39082,42935,530
39083,35361,4030
39086,29863,720
39090,44022,5010
39092,39321,1230
39094,41809,1470
39095,32894,2720
39096,33747,680
39097,33981,270
39108,40030,700
39110,117210,19740
39111,42457,3870
39113,28300,160
39114,43511,3720
39116,49809,970
39117,41303,3980
39119,39045,2160
39120,44430,11160
39140,42431,850
39144,28908,370
39145,50022,2130
39146,32870,1100
39149,38828,600
39150,34315,2170
39152,44020,450
39153,48375,1320
39154,58670,3720
39156,47919,210
39157,103895,11290
39159,38555,1070
39160,36478,1100
39162,50111,90
39166,30157,210
39167,56515,200
39168,39718,2610
39169,25477,1040
39170,56547,4410
39174,34108,250
39175,38011,2020
39176,39273,780
39179,39520,500
39180,46406,13740
39183,51317,6120
39189,36063,1380
39191,50607,2980
39192,37398,600
39194,38811,6210
39201,126991,230
39202,58818,3020
39203,20630,1760
39204,23800,6450
39206,34883,10500
39208,44044,12730
39209,26586,11290
39211,95755,11350
39212,31668,13380
39213,27002,8860
39216,89402,1700
39218,42887,3010
39232,91631,3730
39272,44014,6510
39301,41841,9470
39305,71951,8050
39307,29488,6210
39320,62284,730
39322,40483,730
39323,41371,530
39325,60078,2540
39326,39821,280
39327,49398,1490
39328,34773,1790
39330,54396,1170
39332,49006,730
39335,43915,1370
39336,35558,560
39337,50675,680
39338,37430,1210
39339,43710,5950
39341,33875,2760
39342,52726,760
39345,36566,2630
39346,40432,840
