zipcode,n_business,n_d1,n_d2,n_d3,n_d4,n_review,n_s1,n_s1plus,n_s2,n_s2plus,n_s3,n_s3plus,n_s4,n_s4plus,n_s5,n_d1_bagels,n_d2_bagels,n_d3_bagels,n_d4_bagels,n_d1_gourmet,n_d2_gourmet,n_d3_gourmet,n_d4_gourmet,n_d1_french,n_d2_french,n_d3_french,n_d4_french,n_d1_breweries,n_d2_breweries,n_d3_breweries,n_d4_breweries,n_d1_steak,n_d2_steak,n_d3_steak,n_d4_steak,n_d1_grocery,n_d2_grocery,n_d3_grocery,n_d4_grocery,n_d1_wine_bars,n_d2_wine_bars,n_d3_wine_bars,n_d4_wine_bars,n_d1_burgers,n_d2_burgers,n_d3_burgers,n_d4_burgers,n_d1_sushi,n_d2_sushi,n_d3_sushi,n_d4_sushi,n_d1_coffee,n_d2_coffee,n_d3_coffee,n_d4_coffee,n_s1_bagels,n_s1plus_bagels,n_s2_bagels,n_s2plus_bagels,n_s3_bagels,n_s3plus_bagels,n_s4_bagels,n_s4plus_bagels,n_s5_bagels,n_s1_gourmet,n_s1plus_gourmet,n_s2_gourmet,n_s2plus_gourmet,n_s3_gourmet,n_s3plus_gourmet,n_s4_gourmet,n_s4plus_gourmet,n_s5_gourmet,n_s1_french,n_s1plus_french,n_s2_french,n_s2plus_french,n_s3_french,n_s3plus_french,n_s4_french,n_s4plus_french,n_s5_french,n_s1_breweries,n_s1plus_breweries,n_s2_breweries,n_s2plus_breweries,n_s3_breweries,n_s3plus_breweries,n_s4_breweries,n_s4plus_breweries,n_s5_breweries,n_s1_steak,n_s1plus_steak,n_s2_steak,n_s2plus_steak,n_s3_steak,n_s3plus_steak,n_s4_steak,n_s4plus_steak,n_s5_steak,n_s1_grocery,n_s1plus_grocery,n_s2_grocery,n_s2plus_grocery,n_s3_grocery,n_s3plus_grocery,n_s4_grocery,n_s4plus_grocery,n_s5_grocery,n_s1_wine_bars,n_s1plus_wine_bars,n_s2_wine_bars,n_s2plus_wine_bars,n_s3_wine_bars,n_s3plus_wine_bars,n_s4_wine_bars,n_s4plus_wine_bars,n_s5_wine_bars,n_s1_burgers,n_s1plus_burgers,n_s2_burgers,n_s2plus_burgers,n_s3_burgers,n_s3plus_burgers,n_s4_burgers,n_s4plus_burgers,n_s5_burgers,n_s1_sushi,n_s1plus_sushi,n_s2_sushi,n_s2plus_sushi,n_s3_sushi,n_s3plus_sushi,n_s4_sushi,n_s4plus_sushi,n_s5_sushi,n_s1_coffee,n_s1plus_coffee,n_s2_coffee,n_s2plus_coffee,n_s3_coffee,n_s3plus_coffee,n_s4_coffee,n_s4plus_coffee,n_s5_coffee,average_agi,p_ge_d2,p_ge_d3,score_d,score_avg_d,p_ge_s2,p_ge_s2plus,p_ge_s3,p_ge_s3plus,p_ge_s4,p_ge_s4plus,score_s,score_avg_s,score_d_categories,n_breweries,p_breweries,p_ge_d2_breweries,p_ge_d3_breweries,score_d_breweries,n_burgers,p_burgers,p_ge_d2_burgers,p_ge_d3_burgers,score_d_burgers,n_grocery,p_grocery,p_ge_d2_grocery,p_ge_d3_grocery,score_d_grocery,n_sushi,p_sushi,p_ge_d2_sushi,p_ge_d3_sushi,score_d_sushi,n_coffee,p_coffee,p_ge_d2_coffee,p_ge_d3_coffee,score_d_coffee,n_bagels,p_bagels,p_ge_d2_bagels,p_ge_d3_bagels,score_d_bagels,n_wine_bars,p_wine_bars,p_ge_d2_wine_bars,p_ge_d3_wine_bars,score_d_wine_bars,n_steak,p_steak,p_ge_d2_steak,p_ge_d3_steak,score_d_steak,n_french,p_french,p_ge_d2_french,p_ge_d3_french,score_d_french,n_gourmet,p_gourmet,p_ge_d2_gourmet,p_ge_d3_gourmet,score_d_gourmet,score_s_categories,n_s_breweries,p_s_breweries,p_ge_s2_breweries,p_ge_s2plus_breweries,p_ge_s3_breweries,p_ge_s3plus_breweries,p_ge_s4_breweries,p_ge_s4plus_breweries,p_ge_s5_breweries,score_s_breweries,n_s_burgers,p_s_burgers,p_ge_s2_burgers,p_ge_s2plus_burgers,p_ge_s3_burgers,p_ge_s3plus_burgers,p_ge_s4_burgers,p_ge_s4plus_burgers,p_ge_s5_burgers,score_s_burgers,n_s_grocery,p_s_grocery,p_ge_s2_grocery,p_ge_s2plus_grocery,p_ge_s3_grocery,p_ge_s3plus_grocery,p_ge_s4_grocery,p_ge_s4plus_grocery,p_ge_s5_grocery,score_s_grocery,n_s_sushi,p_s_sushi,p_ge_s2_sushi,p_ge_s2plus_sushi,p_ge_s3_sushi,p_ge_s3plus_sushi,p_ge_s4_sushi,p_ge_s4plus_sushi,p_ge_s5_sushi,score_s_sushi,n_s_coffee,p_s_coffee,p_ge_s2_coffee,p_ge_s2plus_coffee,p_ge_s3_coffee,p_ge_s3plus_coffee,p_ge_s4_coffee,p_ge_s4plus_coffee,p_ge_s5_coffee,score_s_coffee,n_s_bagels,p_s_bagels,p_ge_s2_bagels,p_ge_s2plus_bagels,p_ge_s3_bagels,p_ge_s3plus_bagels,p_ge_s4_bagels,p_ge_s4plus_bagels,p_ge_s5_bagels,score_s_bagels,n_s_wine_bars,p_s_wine_bars,p_ge_s2_wine_bars,p_ge_s2plus_wine_bars,p_ge_s3_wine_bars,p_ge_s3plus_wine_bars,p_ge_s4_wine_bars,p_ge_s4plus_wine_bars,p_ge_s5_wine_bars,score_s_wine_bars,n_s_steak,p_s_steak,p_ge_s2_steak,p_ge_s2plus_steak,p_ge_s3_steak,p_ge_s3plus_steak,p_ge_s4_steak,p_ge_s4plus_steak,p_ge_s5_steak,score_s_steak,n_s_french,p_s_french,p_ge_s2_french,p_ge_s2plus_french,p_ge_s3_french,p_ge_s3plus_french,p_ge_s4_french,p_ge_s4plus_french,p_ge_s5_french,score_s_french,n_s_gourmet,p_s_gourmet,p_ge_s2_gourmet,p_ge_s2plus_gourmet,p_ge_s3_gourmet,p_ge_s3plus_gourmet,p_ge_s4_gourmet,p_ge_s4plus_gourmet,p_ge_s5_gourmet,score_s_gourmet
53143,197,111,85,1,0,7897,8,134,123,577,972,2164,2652,1233,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,2,0,0,14,12,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,4,3,3,3,3,6,3,0,0,0,0,0,0,2,1,0,0,1,1,1,3,0,1,2,2,1,44790,0.44,0.01,284,1.44,0.98,0.97,0.89,0.77,0.5,0.16,28714.0,3.64,75,1,0.01,1.0,0.0,2,26,0.13,0.46,0.0,38,2,0.01,0.5,0.0,3,3,0.02,1.0,0.0,6,12,0.06,0.25,0.0,15,0,0.0,0.0,0.0,0,2,0.01,1.0,0.0,4,3,0.02,1.0,0.0,6,0,0.0,0.0,0.0,0,1,0.01,0.0,0.0,1,160.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,26,0.0,0.81,0.69,0.58,0.46,0.35,0.12,0,77.5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,9.0,3,0.0,1.0,1.0,1.0,1.0,0.33,0.0,0,11.0,12,0.0,0.83,0.75,0.5,0.5,0.42,0.25,0,37.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0,8.5,3,0.0,1.0,0.67,0.67,0.67,0.0,0.0,0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5
53168,41,22,17,2,0,1179,0,0,14,9,57,424,321,315,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65440,0.46,0.05,62,1.51,1.0,0.99,0.98,0.93,0.57,0.3,4602.0,3.9,17,0,0.0,0.0,0.0,0,4,0.1,0.5,0.0,6,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0.02,0.0,0.0,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3,0.07,1.0,0.67,8,0,0.0,0.0,0.0,0,1,0.02,1.0,0.0,2,30.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.0,1.0,0.75,0.75,0.75,0.25,0.0,0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1.0,1.0,1.0,1.0,0.33,0.0,0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53179,398,185,208,2,3,17817,39,160,574,1966,3377,5422,4165,1916,198,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,0,0,2,3,0,0,29,18,0,0,0,3,0,0,25,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1,0,1,6,7,6,8,11,6,1,1,0,0,0,1,0,2,0,0,0,1,7,3,6,3,5,4,4,1,65626,0.54,0.01,619,1.56,0.99,0.96,0.85,0.66,0.35,0.12,61722.0,3.46,155,0,0.0,0.0,0.0,0,47,0.12,0.38,0.0,65,2,0.01,1.0,0.0,4,3,0.01,1.0,0.0,6,34,0.09,0.26,0.0,43,1,0.0,0.0,0.0,1,5,0.01,0.6,0.0,8,12,0.03,1.0,0.17,26,0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,2,317.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,47,0.0,0.85,0.7,0.57,0.4,0.17,0.04,0,135.0,2,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0,6.0,3,0.0,1.0,1.0,0.67,0.67,0.0,0.0,0,9.5,34,0.0,0.76,0.68,0.5,0.41,0.26,0.15,0,98.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,5,0.0,1.0,1.0,1.0,0.8,0.6,0.2,0,19.0,12,0.0,1.0,1.0,0.92,0.67,0.33,0.0,0,41.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53183,75,35,35,5,0,2439,0,19,31,71,293,936,648,366,75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,1,0,0,0,1,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,2,3,1,106728,0.53,0.07,120,1.6,0.99,0.98,0.95,0.83,0.45,0.18,9037.0,3.71,38,2,0.03,1.0,0.0,4,6,0.08,0.17,0.0,7,0,0.0,0.0,0.0,0,1,0.01,1.0,0.0,2,11,0.15,0.36,0.0,15,0,0.0,0.0,0.0,0,2,0.03,1.0,0.0,4,2,0.03,1.0,1.0,6,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,84.0,2,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0,6.5,6,0.0,1.0,0.67,0.67,0.5,0.5,0.33,0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,11,0.0,1.0,0.82,0.73,0.64,0.55,0.36,0,39.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0,7.5,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53185,185,76,106,1,2,4351,23,31,33,261,400,954,1630,987,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,15,8,0,0,0,1,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,5,3,5,3,2,0,0,0,0,0,0,1,0,0,0,1,2,1,4,1,2,4,1,0,74358,0.59,0.02,299,1.62,0.99,0.98,0.92,0.83,0.61,0.23,16448.5,3.78,67,0,0.0,0.0,0.0,0,23,0.12,0.35,0.0,31,0,0.0,0.0,0.0,0,1,0.01,1.0,0.0,2,16,0.09,0.38,0.0,22,0,0.0,0.0,0.0,0,3,0.02,1.0,0.33,8,2,0.01,1.0,0.0,4,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,138.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23,0.01,0.87,0.78,0.57,0.43,0.22,0.09,0,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,16,0.0,0.81,0.75,0.5,0.44,0.31,0.06,0,46.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1.0,1.0,1.0,1.0,0.67,0.67,0,13.5,2,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53188,577,271,284,22,0,19860,39,279,361,1333,3324,5878,6829,1592,225,3,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,7,6,0,0,4,1,0,0,8,2,0,41,20,0,0,0,12,0,0,42,21,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,7,3,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,3,6,1,0,2,10,7,5,9,15,7,6,0,0,0,0,0,3,2,7,0,0,2,10,8,6,7,4,12,11,4,68670,0.53,0.04,905,1.57,0.98,0.97,0.9,0.73,0.44,0.09,70662.0,3.56,272,3,0.01,1.0,0.0,6,61,0.11,0.33,0.0,81,5,0.01,1.0,0.2,11,12,0.02,1.0,0.0,24,64,0.11,0.34,0.02,87,3,0.01,0.0,0.0,3,10,0.02,1.0,0.2,22,14,0.02,0.93,0.43,33,0,0.0,0.0,0.0,0,2,0.0,1.0,0.5,5,554.5,3,0.0,1.0,1.0,1.0,0.67,0.0,0.0,0,10.0,61,0.0,0.8,0.69,0.61,0.46,0.21,0.1,0,178.0,5,0.0,1.0,1.0,0.8,0.8,0.6,0.2,0,18.5,12,0.0,1.0,1.0,1.0,0.75,0.58,0.0,0,44.0,64,0.0,0.81,0.69,0.59,0.48,0.42,0.23,0,200.5,3,0.0,1.0,1.0,0.67,0.33,0.33,0.33,0,10.5,10,0.0,1.0,1.0,1.0,1.0,0.7,0.1,0,39.0,14,0.0,1.0,1.0,0.93,0.71,0.21,0.0,0,48.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0,6.0
53189,219,110,101,7,1,6554,16,88,118,232,1174,1779,1915,1087,145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,5,0,1,15,7,0,0,0,4,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,0,1,3,2,1,2,4,4,5,0,0,0,0,0,2,1,1,0,0,1,2,2,2,2,1,4,6,2,83413,0.5,0.04,337,1.54,0.98,0.97,0.93,0.75,0.48,0.19,23989.0,3.66,89,1,0.0,1.0,0.0,2,22,0.1,0.32,0.0,29,1,0.0,1.0,0.0,2,4,0.02,1.0,0.0,8,22,0.1,0.27,0.0,28,0,0.0,0.0,0.0,0,6,0.03,1.0,0.17,14,3,0.01,1.0,0.0,6,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,200.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,22,0.0,0.82,0.73,0.68,0.59,0.41,0.23,0,70.5,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,4,0.0,1.0,1.0,1.0,0.5,0.25,0.0,0,13.5,22,0.0,0.86,0.77,0.68,0.59,0.55,0.36,0,75.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.0,1.0,1.0,1.0,1.0,0.67,0.17,0,23.5,3,0.0,1.0,1.0,1.0,0.33,0.0,0.0,0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53202,612,267,311,28,6,57016,15,63,372,1108,4126,15449,22587,12954,342,1,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,1,10,3,6,5,0,0,1,13,4,1,16,18,0,0,0,12,0,0,37,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,6,9,4,0,1,2,2,3,4,12,8,2,0,0,0,0,1,0,7,1,3,0,0,2,2,5,3,6,17,13,4,99630,0.56,0.06,997,1.63,1.0,0.99,0.97,0.9,0.63,0.23,220424.0,3.87,265,4,0.01,1.0,0.0,8,34,0.06,0.53,0.0,52,11,0.02,0.45,0.0,16,12,0.02,1.0,0.0,24,52,0.08,0.29,0.0,67,1,0.0,0.0,0.0,1,19,0.03,0.95,0.26,43,14,0.02,1.0,0.93,44,3,0.0,0.67,0.67,8,1,0.0,1.0,0.0,2,561.0,4,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0,15.0,34,0.0,0.91,0.85,0.76,0.65,0.29,0.06,0,110.5,11,0.0,1.0,1.0,1.0,1.0,0.82,0.45,0,45.5,12,0.0,1.0,1.0,0.92,0.92,0.33,0.25,0,44.5,52,0.0,0.96,0.92,0.83,0.77,0.65,0.33,0,196.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.5,19,0.0,1.0,1.0,1.0,1.0,0.68,0.21,0,75.0,14,0.0,1.0,1.0,1.0,1.0,0.79,0.21,0,56.0,3,0.0,1.0,1.0,1.0,1.0,0.67,0.33,0,12.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0
53203,685,315,334,29,7,60957,17,145,370,1182,4277,16303,24123,14124,416,1,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,0,1,11,3,6,5,0,0,1,14,4,1,20,19,0,0,0,12,0,0,40,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,2,4,5,0,0,0,0,0,1,5,10,4,0,1,4,2,3,5,12,10,2,0,0,0,0,1,0,8,0,3,0,0,3,2,6,3,6,18,14,5,96844,0.54,0.05,1098,1.6,1.0,0.99,0.97,0.9,0.63,0.24,235951.0,3.87,283,4,0.01,1.0,0.0,8,39,0.06,0.49,0.0,58,11,0.02,0.45,0.0,16,12,0.02,1.0,0.0,24,57,0.08,0.3,0.0,74,1,0.0,0.0,0.0,1,20,0.03,0.95,0.25,45,15,0.02,1.0,0.93,47,3,0.0,0.67,0.67,8,1,0.0,1.0,0.0,2,600.0,4,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0,15.0,39,0.0,0.87,0.82,0.74,0.62,0.31,0.05,0,124.5,11,0.0,1.0,1.0,1.0,1.0,0.82,0.45,0,45.5,12,0.0,1.0,1.0,0.92,0.92,0.25,0.25,0,44.0,57,0.0,0.95,0.91,0.81,0.75,0.65,0.33,0,213.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.5,20,0.0,1.0,1.0,1.0,0.95,0.7,0.2,0,78.5,15,0.0,1.0,1.0,1.0,1.0,0.8,0.27,0,60.5,3,0.0,1.0,1.0,1.0,1.0,0.67,0.33,0,12.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0
53206,471,216,234,16,5,36383,20,129,311,1082,3220,10178,14108,7058,277,2,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,7,2,3,2,0,0,0,7,3,1,21,13,0,0,0,9,0,0,26,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,5,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,3,6,2,0,2,6,1,5,4,5,9,2,0,0,0,0,1,0,5,0,3,0,1,3,1,3,2,6,11,6,4,22101,0.54,0.04,752,1.6,1.0,0.99,0.96,0.87,0.59,0.2,138401.5,3.8,191,3,0.01,1.0,0.0,6,34,0.07,0.38,0.0,47,5,0.01,0.4,0.0,7,9,0.02,1.0,0.0,18,37,0.08,0.3,0.0,48,2,0.0,0.0,0.0,2,11,0.02,1.0,0.36,27,10,0.02,1.0,0.9,31,2,0.0,0.5,0.5,5,0,0.0,0.0,0.0,0,394.5,3,0.0,1.0,1.0,1.0,1.0,0.67,0.33,0,12.5,34,0.0,0.76,0.74,0.59,0.47,0.32,0.06,0,100.0,5,0.0,1.0,1.0,1.0,1.0,0.6,0.4,0,20.0,9,0.0,1.0,1.0,0.89,0.89,0.33,0.33,0,33.5,37,0.0,0.89,0.86,0.78,0.73,0.57,0.27,0,133.0,2,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0,6.0,11,0.0,1.0,1.0,1.0,1.0,0.73,0.18,0,43.5,10,0.0,1.0,1.0,0.9,0.9,0.7,0.2,0,38.5,2,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53208,361,199,151,10,1,22280,11,219,248,646,1781,4405,7256,7497,217,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,5,1,3,2,0,0,0,4,1,0,20,13,0,0,1,2,0,0,19,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,4,1,0,0,7,3,4,5,7,5,2,0,0,0,0,0,0,2,0,1,0,0,5,1,4,3,2,3,8,2,37201,0.45,0.03,535,1.48,0.99,0.98,0.95,0.87,0.67,0.35,87056.5,3.91,137,2,0.01,1.0,0.0,4,33,0.09,0.39,0.0,46,5,0.01,0.4,0.0,7,3,0.01,0.67,0.0,5,28,0.08,0.32,0.0,37,1,0.0,0.0,0.0,1,5,0.01,1.0,0.2,11,8,0.02,1.0,0.75,23,1,0.0,1.0,0.0,2,1,0.0,0.0,0.0,1,292.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0,9.0,33,0.0,0.79,0.7,0.58,0.42,0.21,0.06,0,95.0,5,0.0,1.0,1.0,1.0,1.0,0.8,0.4,0,20.5,3,0.0,1.0,1.0,1.0,1.0,0.33,0.33,0,11.5,28,0.0,0.82,0.79,0.64,0.54,0.46,0.36,0,93.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.5,5,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,20.5,8,0.0,1.0,1.0,1.0,0.88,0.62,0.12,0,30.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53213,871,369,461,35,6,73653,0,246,526,1806,6533,19070,26054,18951,467,2,0,0,0,1,2,1,0,0,2,0,1,0,6,0,0,0,6,14,3,3,7,1,0,3,14,6,1,28,26,0,0,2,14,0,0,40,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,6,11,5,0,0,0,0,0,1,2,4,4,0,0,0,0,0,0,6,11,6,1,0,3,2,3,9,19,12,6,0,0,0,0,1,1,9,3,2,0,0,1,1,3,5,13,17,17,5,86340,0.58,0.05,1420,1.63,1.0,0.99,0.96,0.88,0.62,0.26,284110.5,3.86,363,6,0.01,1.0,0.0,12,54,0.06,0.48,0.0,80,11,0.01,0.73,0.09,20,16,0.02,0.88,0.0,30,62,0.07,0.35,0.0,84,2,0.0,0.0,0.0,2,24,0.03,0.88,0.29,53,23,0.03,1.0,0.74,66,3,0.0,1.0,0.33,8,4,0.0,0.75,0.25,8,770.5,6,0.0,1.0,1.0,1.0,1.0,0.5,0.17,0,23.5,54,0.0,0.94,0.91,0.85,0.69,0.33,0.11,0,184.5,11,0.0,1.0,1.0,1.0,0.91,0.73,0.36,0,44.0,16,0.0,1.0,1.0,0.94,0.88,0.31,0.12,0,58.0,62,0.0,0.98,0.97,0.92,0.84,0.63,0.35,0,241.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5.0,24,0.0,1.0,1.0,1.0,1.0,0.75,0.29,0,97.0,23,0.0,1.0,1.0,1.0,0.96,0.7,0.22,0,90.5,3,0.0,1.0,1.0,1.0,1.0,0.67,0.33,0,12.0,4,0.0,1.0,1.0,1.0,0.75,0.5,0.25,0,15.0
